key,parameter_code,process_code,flow_code,source_region_code,target_country_code,value,unit,source
"CONV-OT,CH4-P-S#B,NG-G,,",CONV-OT,CH4-P-S#B,NG-G,,,3e-05,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,CH4-P-S,CH4-G,,",CONV-OT,CH4-P-S,CH4-G,,,3e-05,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,CH4-P-SR#B,NG-G,,",CONV-OT,CH4-P-SR#B,NG-G,,,3e-05,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,CH4-P-SR,CH4-G,,",CONV-OT,CH4-P-SR,CH4-G,,,3e-05,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,CH4-S#B,NG-L,,",CONV-OT,CH4-S#B,NG-L,,,3.191932945061948e-06,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,CH4-S,CH4-L,,",CONV-OT,CH4-S,CH4-L,,,3.191932945061948e-06,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,CH4-SB#B,BFUEL-L,,",CONV-OT,CH4-SB#B,BFUEL-L,,,2.1465052430472837e-06,kwh bunker fuel (l)/kWh natural gas LHV*km,
"CONV-OT,CH4-SB#B,NG-L,,",CONV-OT,CH4-SB#B,NG-L,,,1.1179874840781967e-06,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,CH4-SB,BFUEL-L,,",CONV-OT,CH4-SB,BFUEL-L,,,3.3002590965851548e-06,kwh bunker fuel (l)/(km*CH4-L),calc_shipping
"CONV-OT,CH4-SB,CH4-L,,",CONV-OT,CH4-SB,CH4-L,,,1.1179874840781967e-06,kWh natural gas LHV/kWh natural gas LHV*km,
"CONV-OT,DRI-SB#B,BFUEL-L,,",CONV-OT,DRI-SB#B,BFUEL-L,,,2.0599337274692903e-08,kwh bunker fuel (l)/(km*DRI-S),
"CONV-OT,DRI-SB,BFUEL-L,,",CONV-OT,DRI-SB,BFUEL-L,,,2.0599337274692903e-08,kwh bunker fuel (l)/(km*DRI-S),
"CONV-OT,H2-S#B,H2-L,,",CONV-OT,H2-S#B,H2-L,,,9.251193689684598e-06,kWh H2 (l)/kWh H2 (l),
"CONV-OT,H2-S,H2-L,,",CONV-OT,H2-S,H2-L,,,9.251193689684598e-06,kWh H2 (l)/kWh H2 (l),
"CONV-OT,H2-SB#B,BFUEL-L,,",CONV-OT,H2-SB#B,BFUEL-L,,,7.956026573128753e-06,kwh bunker fuel (l)/kWh H2 (l),
"CONV-OT,H2-SB,BFUEL-L,,",CONV-OT,H2-SB,BFUEL-L,,,7.956026573128753e-06,kwh bunker fuel (l)/(km*H2-L),calc_shipping
"CONV-OT,LOHC-SB,BFUEL-L,,",CONV-OT,LOHC-SB,BFUEL-L,,,9.92041609041782e-06,kwh bunker fuel (l)/(km*LOHC-L),calc_shipping
"CONV-OT,NH3-S#B,NH3-L,,",CONV-OT,NH3-S#B,NH3-L,,,5.343656103416341e-06,kwh NH3 LHV (gasous)/kwh NH3 LHV (gasous),calc_shipping
"CONV-OT,NH3-S,NH3-L,,",CONV-OT,NH3-S,NH3-L,,,5.343656103416341e-06,kwh NH3 LHV (gasous)/kwh NH3 LHV (gasous),calc_shipping
"CONV-OT,NH3-SB#B,BFUEL-L,,",CONV-OT,NH3-SB#B,BFUEL-L,,,5.343656103416341e-06,kwh bunker fuel (l)/kwh NH3 LHV (gasous),
"CONV-OT,NH3-SB,BFUEL-L,,",CONV-OT,NH3-SB,BFUEL-L,,,5.343656103416341e-06,kwh bunker fuel (l)/(km*NH3-L),calc_shipping
"CONV-OT,SYN-S#B,CHX-L,,",CONV-OT,SYN-S#B,CHX-L,,,1.264193639501289e-06,kwh CHx (l)/kwh CHx (l),
"CONV-OT,SYN-S,CHX-L,,",CONV-OT,SYN-S,CHX-L,,,1.264193639501289e-06,kwh CHx (l)/(km*CHX-L),calc_shipping
"CONV-OT,SYN-SB#B,BFUEL-L,,",CONV-OT,SYN-SB#B,BFUEL-L,,,1.264193639501289e-06,kwh bunker fuel (l)/kwh CHx (l),
"CONV-OT,SYN-SB,BFUEL-L,,",CONV-OT,SYN-SB,BFUEL-L,,,1.264193639501289e-06,kwh bunker fuel (l)/(km*CHX-L),calc_shipping
"DST-S-D,,,ARE,CHN",DST-S-D,,,ARE,CHN,10367.8,,CERDI
"DST-S-D,,,ARE,DEU",DST-S-D,,,ARE,DEU,12441.9,,CERDI
"DST-S-D,,,ARE,ESP",DST-S-D,,,ARE,ESP,8992.74,,CERDI
"DST-S-D,,,ARE,FRA",DST-S-D,,,ARE,FRA,7580.97,,CERDI
"DST-S-D,,,ARE,IND",DST-S-D,,,ARE,IND,1804.27,,CERDI
"DST-S-D,,,ARE,JPN",DST-S-D,,,ARE,JPN,11276.3,,CERDI
"DST-S-D,,,ARE,KOR",DST-S-D,,,ARE,KOR,10955.6,,CERDI
"DST-S-D,,,ARE,NLD",DST-S-D,,,ARE,NLD,11975.9,,CERDI
"DST-S-D,,,ARE,USA",DST-S-D,,,ARE,USA,18373.3,,CERDI
"DST-S-D,,,ARG,CHN",DST-S-D,,,ARG,CHN,19486.8,,CERDI
"DST-S-D,,,ARG,DEU",DST-S-D,,,ARG,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG,ESP",DST-S-D,,,ARG,ESP,11766.0,,CERDI
"DST-S-D,,,ARG,FRA",DST-S-D,,,ARG,FRA,13195.9,,CERDI
"DST-S-D,,,ARG,IND",DST-S-D,,,ARG,IND,16155.2,,CERDI
"DST-S-D,,,ARG,JPN",DST-S-D,,,ARG,JPN,18848.2,,CERDI
"DST-S-D,,,ARG,KOR",DST-S-D,,,ARG,KOR,19350.0,,CERDI
"DST-S-D,,,ARG,NLD",DST-S-D,,,ARG,NLD,13750.5,,CERDI
"DST-S-D,,,ARG,USA",DST-S-D,,,ARG,USA,12589.7,,CERDI
"DST-S-D,,,ARG-BA,CHN",DST-S-D,,,ARG-BA,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-BA,DEU",DST-S-D,,,ARG-BA,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-BA,ESP",DST-S-D,,,ARG-BA,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-BA,FRA",DST-S-D,,,ARG-BA,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-BA,IND",DST-S-D,,,ARG-BA,IND,16155.2,,CERDI
"DST-S-D,,,ARG-BA,JPN",DST-S-D,,,ARG-BA,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-BA,KOR",DST-S-D,,,ARG-BA,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-BA,NLD",DST-S-D,,,ARG-BA,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-BA,USA",DST-S-D,,,ARG-BA,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CAT,CHN",DST-S-D,,,ARG-CAT,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CAT,DEU",DST-S-D,,,ARG-CAT,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CAT,ESP",DST-S-D,,,ARG-CAT,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CAT,FRA",DST-S-D,,,ARG-CAT,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CAT,IND",DST-S-D,,,ARG-CAT,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CAT,JPN",DST-S-D,,,ARG-CAT,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CAT,KOR",DST-S-D,,,ARG-CAT,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CAT,NLD",DST-S-D,,,ARG-CAT,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CAT,USA",DST-S-D,,,ARG-CAT,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CBA,CHN",DST-S-D,,,ARG-CBA,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CBA,DEU",DST-S-D,,,ARG-CBA,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CBA,ESP",DST-S-D,,,ARG-CBA,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CBA,FRA",DST-S-D,,,ARG-CBA,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CBA,IND",DST-S-D,,,ARG-CBA,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CBA,JPN",DST-S-D,,,ARG-CBA,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CBA,KOR",DST-S-D,,,ARG-CBA,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CBA,NLD",DST-S-D,,,ARG-CBA,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CBA,USA",DST-S-D,,,ARG-CBA,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CHA,CHN",DST-S-D,,,ARG-CHA,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CHA,DEU",DST-S-D,,,ARG-CHA,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CHA,ESP",DST-S-D,,,ARG-CHA,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CHA,FRA",DST-S-D,,,ARG-CHA,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CHA,IND",DST-S-D,,,ARG-CHA,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CHA,JPN",DST-S-D,,,ARG-CHA,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CHA,KOR",DST-S-D,,,ARG-CHA,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CHA,NLD",DST-S-D,,,ARG-CHA,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CHA,USA",DST-S-D,,,ARG-CHA,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CHU,CHN",DST-S-D,,,ARG-CHU,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CHU,DEU",DST-S-D,,,ARG-CHU,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CHU,ESP",DST-S-D,,,ARG-CHU,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CHU,FRA",DST-S-D,,,ARG-CHU,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CHU,IND",DST-S-D,,,ARG-CHU,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CHU,JPN",DST-S-D,,,ARG-CHU,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CHU,KOR",DST-S-D,,,ARG-CHU,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CHU,NLD",DST-S-D,,,ARG-CHU,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CHU,USA",DST-S-D,,,ARG-CHU,USA,12589.7,,CERDI
"DST-S-D,,,ARG-COR,CHN",DST-S-D,,,ARG-COR,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-COR,DEU",DST-S-D,,,ARG-COR,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-COR,ESP",DST-S-D,,,ARG-COR,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-COR,FRA",DST-S-D,,,ARG-COR,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-COR,IND",DST-S-D,,,ARG-COR,IND,16155.2,,CERDI
"DST-S-D,,,ARG-COR,JPN",DST-S-D,,,ARG-COR,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-COR,KOR",DST-S-D,,,ARG-COR,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-COR,NLD",DST-S-D,,,ARG-COR,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-COR,USA",DST-S-D,,,ARG-COR,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CRB,CHN",DST-S-D,,,ARG-CRB,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CRB,DEU",DST-S-D,,,ARG-CRB,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CRB,ESP",DST-S-D,,,ARG-CRB,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CRB,FRA",DST-S-D,,,ARG-CRB,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CRB,IND",DST-S-D,,,ARG-CRB,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CRB,JPN",DST-S-D,,,ARG-CRB,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CRB,KOR",DST-S-D,,,ARG-CRB,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CRB,NLD",DST-S-D,,,ARG-CRB,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CRB,USA",DST-S-D,,,ARG-CRB,USA,12589.7,,CERDI
"DST-S-D,,,ARG-CRU,CHN",DST-S-D,,,ARG-CRU,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-CRU,DEU",DST-S-D,,,ARG-CRU,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-CRU,ESP",DST-S-D,,,ARG-CRU,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-CRU,FRA",DST-S-D,,,ARG-CRU,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-CRU,IND",DST-S-D,,,ARG-CRU,IND,16155.2,,CERDI
"DST-S-D,,,ARG-CRU,JPN",DST-S-D,,,ARG-CRU,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-CRU,KOR",DST-S-D,,,ARG-CRU,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-CRU,NLD",DST-S-D,,,ARG-CRU,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-CRU,USA",DST-S-D,,,ARG-CRU,USA,12589.7,,CERDI
"DST-S-D,,,ARG-EST,CHN",DST-S-D,,,ARG-EST,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-EST,DEU",DST-S-D,,,ARG-EST,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-EST,ESP",DST-S-D,,,ARG-EST,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-EST,FRA",DST-S-D,,,ARG-EST,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-EST,IND",DST-S-D,,,ARG-EST,IND,16155.2,,CERDI
"DST-S-D,,,ARG-EST,JPN",DST-S-D,,,ARG-EST,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-EST,KOR",DST-S-D,,,ARG-EST,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-EST,NLD",DST-S-D,,,ARG-EST,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-EST,USA",DST-S-D,,,ARG-EST,USA,12589.7,,CERDI
"DST-S-D,,,ARG-FOR,CHN",DST-S-D,,,ARG-FOR,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-FOR,DEU",DST-S-D,,,ARG-FOR,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-FOR,ESP",DST-S-D,,,ARG-FOR,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-FOR,FRA",DST-S-D,,,ARG-FOR,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-FOR,IND",DST-S-D,,,ARG-FOR,IND,16155.2,,CERDI
"DST-S-D,,,ARG-FOR,JPN",DST-S-D,,,ARG-FOR,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-FOR,KOR",DST-S-D,,,ARG-FOR,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-FOR,NLD",DST-S-D,,,ARG-FOR,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-FOR,USA",DST-S-D,,,ARG-FOR,USA,12589.7,,CERDI
"DST-S-D,,,ARG-FUE,CHN",DST-S-D,,,ARG-FUE,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-FUE,DEU",DST-S-D,,,ARG-FUE,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-FUE,ESP",DST-S-D,,,ARG-FUE,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-FUE,FRA",DST-S-D,,,ARG-FUE,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-FUE,IND",DST-S-D,,,ARG-FUE,IND,16155.2,,CERDI
"DST-S-D,,,ARG-FUE,JPN",DST-S-D,,,ARG-FUE,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-FUE,KOR",DST-S-D,,,ARG-FUE,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-FUE,NLD",DST-S-D,,,ARG-FUE,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-FUE,USA",DST-S-D,,,ARG-FUE,USA,12589.7,,CERDI
"DST-S-D,,,ARG-JUJ,CHN",DST-S-D,,,ARG-JUJ,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-JUJ,DEU",DST-S-D,,,ARG-JUJ,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-JUJ,ESP",DST-S-D,,,ARG-JUJ,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-JUJ,FRA",DST-S-D,,,ARG-JUJ,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-JUJ,IND",DST-S-D,,,ARG-JUJ,IND,16155.2,,CERDI
"DST-S-D,,,ARG-JUJ,JPN",DST-S-D,,,ARG-JUJ,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-JUJ,KOR",DST-S-D,,,ARG-JUJ,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-JUJ,NLD",DST-S-D,,,ARG-JUJ,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-JUJ,USA",DST-S-D,,,ARG-JUJ,USA,12589.7,,CERDI
"DST-S-D,,,ARG-LAR,CHN",DST-S-D,,,ARG-LAR,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-LAR,DEU",DST-S-D,,,ARG-LAR,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-LAR,ESP",DST-S-D,,,ARG-LAR,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-LAR,FRA",DST-S-D,,,ARG-LAR,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-LAR,IND",DST-S-D,,,ARG-LAR,IND,16155.2,,CERDI
"DST-S-D,,,ARG-LAR,JPN",DST-S-D,,,ARG-LAR,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-LAR,KOR",DST-S-D,,,ARG-LAR,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-LAR,NLD",DST-S-D,,,ARG-LAR,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-LAR,USA",DST-S-D,,,ARG-LAR,USA,12589.7,,CERDI
"DST-S-D,,,ARG-MEN,CHN",DST-S-D,,,ARG-MEN,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-MEN,DEU",DST-S-D,,,ARG-MEN,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-MEN,ESP",DST-S-D,,,ARG-MEN,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-MEN,FRA",DST-S-D,,,ARG-MEN,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-MEN,IND",DST-S-D,,,ARG-MEN,IND,16155.2,,CERDI
"DST-S-D,,,ARG-MEN,JPN",DST-S-D,,,ARG-MEN,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-MEN,KOR",DST-S-D,,,ARG-MEN,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-MEN,NLD",DST-S-D,,,ARG-MEN,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-MEN,USA",DST-S-D,,,ARG-MEN,USA,12589.7,,CERDI
"DST-S-D,,,ARG-MIS,CHN",DST-S-D,,,ARG-MIS,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-MIS,DEU",DST-S-D,,,ARG-MIS,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-MIS,ESP",DST-S-D,,,ARG-MIS,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-MIS,FRA",DST-S-D,,,ARG-MIS,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-MIS,IND",DST-S-D,,,ARG-MIS,IND,16155.2,,CERDI
"DST-S-D,,,ARG-MIS,JPN",DST-S-D,,,ARG-MIS,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-MIS,KOR",DST-S-D,,,ARG-MIS,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-MIS,NLD",DST-S-D,,,ARG-MIS,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-MIS,USA",DST-S-D,,,ARG-MIS,USA,12589.7,,CERDI
"DST-S-D,,,ARG-NEG,CHN",DST-S-D,,,ARG-NEG,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-NEG,DEU",DST-S-D,,,ARG-NEG,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-NEG,ESP",DST-S-D,,,ARG-NEG,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-NEG,FRA",DST-S-D,,,ARG-NEG,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-NEG,IND",DST-S-D,,,ARG-NEG,IND,16155.2,,CERDI
"DST-S-D,,,ARG-NEG,JPN",DST-S-D,,,ARG-NEG,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-NEG,KOR",DST-S-D,,,ARG-NEG,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-NEG,NLD",DST-S-D,,,ARG-NEG,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-NEG,USA",DST-S-D,,,ARG-NEG,USA,12589.7,,CERDI
"DST-S-D,,,ARG-NEU,CHN",DST-S-D,,,ARG-NEU,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-NEU,DEU",DST-S-D,,,ARG-NEU,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-NEU,ESP",DST-S-D,,,ARG-NEU,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-NEU,FRA",DST-S-D,,,ARG-NEU,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-NEU,IND",DST-S-D,,,ARG-NEU,IND,16155.2,,CERDI
"DST-S-D,,,ARG-NEU,JPN",DST-S-D,,,ARG-NEU,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-NEU,KOR",DST-S-D,,,ARG-NEU,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-NEU,NLD",DST-S-D,,,ARG-NEU,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-NEU,USA",DST-S-D,,,ARG-NEU,USA,12589.7,,CERDI
"DST-S-D,,,ARG-PAM,CHN",DST-S-D,,,ARG-PAM,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-PAM,DEU",DST-S-D,,,ARG-PAM,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-PAM,ESP",DST-S-D,,,ARG-PAM,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-PAM,FRA",DST-S-D,,,ARG-PAM,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-PAM,IND",DST-S-D,,,ARG-PAM,IND,16155.2,,CERDI
"DST-S-D,,,ARG-PAM,JPN",DST-S-D,,,ARG-PAM,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-PAM,KOR",DST-S-D,,,ARG-PAM,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-PAM,NLD",DST-S-D,,,ARG-PAM,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-PAM,USA",DST-S-D,,,ARG-PAM,USA,12589.7,,CERDI
"DST-S-D,,,ARG-RIO,CHN",DST-S-D,,,ARG-RIO,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-RIO,DEU",DST-S-D,,,ARG-RIO,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-RIO,ESP",DST-S-D,,,ARG-RIO,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-RIO,FRA",DST-S-D,,,ARG-RIO,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-RIO,IND",DST-S-D,,,ARG-RIO,IND,16155.2,,CERDI
"DST-S-D,,,ARG-RIO,JPN",DST-S-D,,,ARG-RIO,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-RIO,KOR",DST-S-D,,,ARG-RIO,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-RIO,NLD",DST-S-D,,,ARG-RIO,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-RIO,USA",DST-S-D,,,ARG-RIO,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAF,CHN",DST-S-D,,,ARG-SAF,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAF,DEU",DST-S-D,,,ARG-SAF,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAF,ESP",DST-S-D,,,ARG-SAF,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-SAF,FRA",DST-S-D,,,ARG-SAF,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-SAF,IND",DST-S-D,,,ARG-SAF,IND,16155.2,,CERDI
"DST-S-D,,,ARG-SAF,JPN",DST-S-D,,,ARG-SAF,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-SAF,KOR",DST-S-D,,,ARG-SAF,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-SAF,NLD",DST-S-D,,,ARG-SAF,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-SAF,USA",DST-S-D,,,ARG-SAF,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAJ,CHN",DST-S-D,,,ARG-SAJ,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAJ,DEU",DST-S-D,,,ARG-SAJ,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAJ,ESP",DST-S-D,,,ARG-SAJ,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-SAJ,FRA",DST-S-D,,,ARG-SAJ,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-SAJ,IND",DST-S-D,,,ARG-SAJ,IND,16155.2,,CERDI
"DST-S-D,,,ARG-SAJ,JPN",DST-S-D,,,ARG-SAJ,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-SAJ,KOR",DST-S-D,,,ARG-SAJ,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-SAJ,NLD",DST-S-D,,,ARG-SAJ,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-SAJ,USA",DST-S-D,,,ARG-SAJ,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAL,CHN",DST-S-D,,,ARG-SAL,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAL,DEU",DST-S-D,,,ARG-SAL,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAL,ESP",DST-S-D,,,ARG-SAL,ESP,11766.0,,CERDI
"DST-S-D,,,ARG-SAL,FRA",DST-S-D,,,ARG-SAL,FRA,13195.9,,CERDI
"DST-S-D,,,ARG-SAL,IND",DST-S-D,,,ARG-SAL,IND,16155.2,,CERDI
"DST-S-D,,,ARG-SAL,JPN",DST-S-D,,,ARG-SAL,JPN,18848.2,,CERDI
"DST-S-D,,,ARG-SAL,KOR",DST-S-D,,,ARG-SAL,KOR,19350.0,,CERDI
"DST-S-D,,,ARG-SAL,NLD",DST-S-D,,,ARG-SAL,NLD,13750.5,,CERDI
"DST-S-D,,,ARG-SAL,USA",DST-S-D,,,ARG-SAL,USA,12589.7,,CERDI
"DST-S-D,,,ARG-SAT,CHN",DST-S-D,,,ARG-SAT,CHN,19486.8,,CERDI
"DST-S-D,,,ARG-SAT,DEU",DST-S-D,,,ARG-SAT,DEU,12728.796,,SEA-DISTANCES.ORG
"DST-S-D,,,ARG-SAT,ESP",DST-S-D,,,ARG-SAT,ESP,11766.0,,CERDI
